CIKKSZAM;MEGN;MENYEGY;BESZAR;ELADAR;AFASZAZ;AKTKESZ;TORT
2460033;ASZ-KOLBASZ CSULOKSONKA;KG;690;1099;25;0;IGAZ
2460034;ASZ-KOLBASZ LONCSHUS;KG;470;949;25;0;IGAZ
9550008;ASZTALTERITO 100X140;DB;421,56;699;25;22;HAMIS
7120004;ATRIX KEZKREM 100ML;DB;321,19;489;25;1;HAMIS
7120006;ATRIX KREM 75ML;DB;232,2;399;25;0;HAMIS
4000108;AUTOS SZELET;DB;33,21;55;25;62;HAMIS
9999900;AUTOSZIFON PATRON 10DB;DB;56;74;25;79;HAMIS
5000064;AVE 1,5L DUS;DB;62,63;99;25;0;HAMIS
5000095;AVE 1,5L MENTES;DB;68;99;25;0;HAMIS
7400030;AXE AFTER SHAVE TOBBFELE;DB;760;1199;25;0;HAMIS
7500099;AXE DEO 150ML TOBBFELE;DB;435,74;699;25;0;HAMIS
7500116;AXE DEO STIFT TOBBFELE;DB;537,6;949;25;0;HAMIS
7250003;AXE TUSF 250ML TOBBFELE;DB;387,71;599;25;2;HAMIS
7250066;AXE TUSF 300ML TOBBFELE;DB;384;749;25;6;HAMIS
4960009;B CHERRY QUEEN HARANG 200;DB;698,75;499;25;0;HAMIS
4962003;B MIKULAS 40G TIBI;DB;106,42;169;25;-1;HAMIS
1430000;B.FURED CSOPAKI OLASZRIZL;DB;218,97;489;25;1;HAMIS
3300091;BAB 400G KOFA FEHER;DB;72,02;119;25;0;HAMIS
3300102;BAB 400G KOFA PARADICSOM;DB;72,02;119;25;19;HAMIS
3300097;BAB 400G LE BARON ORIAS;DB;98,9;149;25;-1;HAMIS
3300065;BAB SARGAHV 670G GLOBUS;DB;227,71;349;25;2;HAMIS
3300071;BAB SARGAHV 720ML;DB;125;249;25;0;HAMIS
7510002;BABA DEO 150ML;DB;285,23;449;25;3;HAMIS
7510003;BABA DEO ROLL-ON;DB;285,23;449;25;4;HAMIS
7290005;BABA F.SZAPPAN PUMPAS 3F;DB;270,75;419;25;0;HAMIS
7290006;BABA F.SZAPPAN UTANTOLTO;DB;157,07;299;25;0;HAMIS
7200038;BABA HABFURDO 750ML KAM;DB;455,2;649;25;1;HAMIS
7200014;BABA HABFURDO 750ML;DB;447,4;649;25;6;HAMIS
7004010;BABA SAMPON 400ML FERFI;DB;302,31;499;25;0;HAMIS
7004101;BABA SAMPON 400ML 2:1;DB;327,2;499;25;1;HAMIS
7004102;BABA SAMPON 400ML NOCSIP;DB;327,2;499;25;5;HAMIS
7004103;BABA SAMPON 400ML NORMAL;DB;304,9;499;25;0;HAMIS
7004000;BABA SAMPON 400ML ZSIROS;DB;327,2;499;25;2;HAMIS
7200027;BABA SZAPPAN 125G;DB;82,01;129;25;26;HAMIS
7100006;BABA TESTAPOLO 400ML NAT;DB;447,8;699;25;3;HAMIS
7100100;BABA TESTAPOLO 400ML NOR;DB;397,1;699;25;0;HAMIS
7100101;BABA TESTAPOLO 400ML SZA;DB;452;699;25;0;HAMIS
7250062;BABA TUSF 400ML ALOE;DB;362,89;499;25;1;HAMIS
7250008;BABA TUSF 400ML FERFI;DB;292;499;25;0;HAMIS
7250107;BABA TUSF 400ML GYUM;DB;359,31;499;25;4;HAMIS
7250085;BABA TUSF 400ML HARMAT;DB;367,2;499;25;3;HAMIS
7250027;BABA TUSF 400ML KAMILLA;DB;347,4;499;25;0;HAMIS
7250045;BABA TUSF 400ML LANOLIN;DB;297;499;25;0;HAMIS
7250026;BABA TUSF 400ML MANDULA;DB;367,2;499;25;1;HAMIS
7250007;BABA TUSF 400ML VITAMIN;DB;298,67;499;25;1;HAMIS
7250080;BABA TUSF 400ML ZAPOR;DB;292;499;25;0;HAMIS
4300059;BABAPISKOTA 150G UNIVER;DB;186,08;329;18;0;HAMIS
4300120;BABAPISKOTA 200G MANNER;DB;374,91;375;18;0;HAMIS
7600000;BABATORLOKENDO EC1 64DB;DB;207,2;349;25;0;HAMIS
2751001;BABOLNA CS.FASIRT 1KG NAT;DB;538,69;899;25;2;HAMIS
2460015;BABOLNA GALA CSIRKEMELLS.;KG;1299;2199;25;0;IGAZ
2630000;BABOLNA HULLAMSONKA 90G;DB;198;329;25;0;HAMIS
2750058;BABOLNA MH BECSI SZELET 1;DB;1240;1899;25;0;HAMIS
2750029;BABOLNA MH HAMBURGER 920;DB;766,98;1399;25;7;HAMIS
2750036;BABOLNA MH R.CS.MELL 800G;DB;1116;1899;25;12;HAMIS
3750000;BABOLNA MH SAJT-S.CS.ROL;DB;608;899;25;2;HAMIS
2751028;BABOLNA MH SAJT-S.PU.ROLO;DB;608;1099;25;0;HAMIS
2751006;BABOLNA MH SAJTOS CS.ROLO;DB;745;1399;25;0;HAMIS
2460022;BABOLNA PULYKA VIRSLI 240;DB;99;269;25;0;HAMIS
2460017;BABOLNA ROYAL P.P.MELLSON;KG;1738,12;1999;25;0;IGAZ
2400150;BABOLNA SAJT/BAR.PARIZSI;KG;569;999;25;0;IGAZ
2420092;BABOLNA SERTESMAJAS KG;KG;0,01;899;25;0;IGAZ
2420064;BABOLNA SERTESMAJAS 200G;DB;151,64;239;25;0;HAMIS
2460000;BABOLNA SERTESPARIZSI;KG;740;1190;25;0;IGAZ
2440020;BABOLNA TAVASZI ROLAD;KG;784,14;1599;25;0,276;IGAZ
1230020;BACARDI 0,7L ALMA 32%;DB;2924,05;4299;25;2;HAMIS
1230016;BACARDI 0,7L LEMON;DB;3148,59;4899;25;1;HAMIS
1230018;BACARDI 0,7L RAZZ MALNA;DB;2817,48;4299;25;1;HAMIS
1230001;BACARDI 0,7L BLACK;DB;2603,9;4090;25;1;HAMIS
1230000;BACARDI 0,7L CARTA BLANC;DB;2588,49;4590;25;1;HAMIS
1230002;BACARDI 0,7L ORO 37,5%;DB;2450,46;4090;25;1;HAMIS
1230003;BACARDI BREEZER 275ML;DB;226,02;419;25;11;HAMIS
2540054;BACON 150G FUST-FOTT RING;DB;328,4;569;25;0;HAMIS
2540041;BACON 150G RINGA;DB;334;519;25;7;HAMIS
2540046;BACON 150G SULT RINGA;DB;328,4;569;25;0;HAMIS
2540055;BACON 200G TAMASI;DB;295;449;25;2;HAMIS
2540042;BACON 450G RINGA;DB;722,13;1199;25;13;HAMIS
2540045;BACON SZALONNA 200G KOMET;DB;330;599;25;10;HAMIS
2540036;BACON SZALONNA 200G RINGA;DB;390,57;659;25;0;HAMIS
2540010;BACON SZALONNA 250G PAPAI;DB;420;699;25;1;HAMIS
2540021;BACON SZALONNA 500G ASZ;DB;400;899;25;0;HAMIS
4300154;BAHLSEN HIT 150G CSOKIS;DB;195;299;25;0;HAMIS
4300057;BAHLSEN HIT 250G;DB;172;299;25;97;HAMIS
4100081;BAHLSEN LEIBNIZ 125G ET;DB;405;599;25;0;HAMIS
4100080;BAHLSEN WAFFELETTEN 100G;DB;345;519;25;0;HAMIS
1210017;BAILEYS IRISH 0,5L;DB;2048,21;3499;25;2;HAMIS
1210051;BAILEYS IRISH 0,7L;DB;2708,69;4599;25;2;HAMIS
1210040;BAILEYS IRISH 0,7L CARAM;DB;3034,76;4799;25;1;HAMIS
1210044;BAILEYS IRISH 0,7L MINT;DB;2683,75;4599;25;0;HAMIS
1210022;BAILEYS IRISH 0,7L KAVE;DB;2980,54;4799;25;1;HAMIS
1210018;BAILEYS IRISH 0,7L.FEM D;DB;2644,42;4599;25;1;HAMIS
2150016;BAKONY KOROZOTT 185G;DB;205;399;18;0;HAMIS
2150027;BAKONY TERM.KREMJE 180G;DB;218;359;18;0;HAMIS
2160153;BAKONY TRAPP.DARABOLT 200;DB;289;449;18;0;HAMIS
2150031;BAKONY TRAPPISTA 100G SZ;DB;220,86;329;18;0;HAMIS
2150015;BAKONY TUROKREM 100G 7 IZ;DB;113;169;18;0;HAMIS
4000000;BALATON 30G CLASSIC;DB;38,11;69;25;105;HAMIS
4000019;BALATON 30G KOKUSZOS;DB;37,24;69;25;84;HAMIS
4000001;BALATON 30G MILK;DB;35,37;69;25;232;HAMIS
4000002;BALATON 30G MOGYOROS;DB;38,28;69;25;36;HAMIS
4000200;BALATON 30G RUMOS;DB;43,75;69;25;46;HAMIS
4000045;BALATON FALAT 100G ET;DB;139,35;239;25;6;HAMIS
4000036;BALATON FALAT 100G TEJ;DB;153,53;239;25;13;HAMIS
4000004;BALATON XL CLASSIC;DB;48,84;89;25;1;HAMIS
4000044;BALATON XL MILK;DB;52,71;89;25;0;HAMIS
2520037;BALATONHUS ERD.SZALONNA;KG;390;399;25;0;IGAZ
2540033;BALATONHUS F.KOT.LAPOCKA;KG;650;799;25;0;IGAZ
2500003;BALATONHUS FUST TARJA CSN;KG;889,49;499;25;0;IGAZ
2540030;BALATONHUS FUST.CSULOK;KG;522,94;699;25;0;IGAZ
2540034;BALATONHUS FUST.DAR.LAPOC;KG;770;899;25;0;IGAZ
2540035;BALATONHUS FUST.OLDALAS;KG;670;799;25;0;IGAZ
2520040;BALATONHUS HAZI KOLBASZ;KG;490;699;25;0;IGAZ
2540026;BALATONHUS KOLOZSVARI SZ.;KG;762,34;1190;25;0;IGAZ
2520036;BALATONHUS LECSOKOLBASZ;KG;240;399;25;0;IGAZ
2400089;BALATONHUS PARIZSI;KG;348,53;499;25;0;IGAZ
2440125;BALATONHUS SUTNIVALO KOLB;KG;715;1099;25;0;IGAZ
5000100;BALFI ASVANYVIZ 0,5L DUS;DB;47,43;75;25;1;HAMIS
5000027;BALFI ASVANYVIZ 1,5L DUS;DB;61,01;69;25;0;HAMIS
5000087;BALFI ASVANYVIZ 1,5L MENT;DB;63,13;69;25;0;HAMIS
4030002;BANANKO 20G;DB;38,7;59;25;68;HAMIS
1120070;BARACK 0,2L BUTYKOS;DB;220,78;359;25;11;HAMIS
1120006;BARACK 0,2L GYORI;DB;333,84;519;25;10;HAMIS
1111000;BARACK 0,2L KUPICA 33%;DB;248,99;399;25;55;HAMIS
1110003;BARACK 0,2L P.PAL;DB;340,61;529;25;13;HAMIS
1120034;BARACK 0,2L STAMPO;DB;243,59;499;25;3;HAMIS
1120071;BARACK 0,5L BUTYKOS;DB;439;799;25;10;HAMIS
1111006;BARACK 0,5L KUPICA 33%;DB;613,5;959;25;9;HAMIS
1110000;BARACK 0,5L P.PAL;DB;758,93;1399;25;19;HAMIS
7400026;BARBON AFTER SHAVE 100ML;DB;319,2;499;25;0;HAMIS
7400029;BARBON BOR.ELOTTI ARCVIZ;DB;327,2;499;25;1;HAMIS
7400027;BARBON BOROTVAHAB 150ML;DB;376,64;659;25;0;HAMIS
7400028;BARBON BOROTVAKREM 80G;DB;259,05;399;25;8;HAMIS
3128000;BARILLA 500G TESZTAK 9F;DB;142,95;249;25;12;HAMIS
4009000;BARON 100G CSOKOLADE 3 Z;DB;69,88;109;25;0;HAMIS
5600040;BAULI CROISSANT 50G;DB;65,02;119;25;0;HAMIS
1440002;BB CLASS KEKFR.ROSE FE;DB;310,2;499;25;10;HAMIS
1440001;BB CLASS KEKFRANKOS FE;DB;282,33;449;25;10;HAMIS
1440011;BB PREMIUM CABERNET SV;DB;529,02;799;25;5;HAMIS
1440010;BB PREMIUM MERLOT EV;DB;505,5;799;25;0;HAMIS
1440016;BB PREMIUM MERLOT ROSE;DB;427,26;699;25;11;HAMIS
1440009;BB PREMIUM MUSKOTALY CUV;DB;427,3;699;25;0;HAMIS
1440023;BB PREMIUM RAJNAI RIZL;DB;354,97;599;25;0;HAMIS
1440008;BB PREMIUM TRAMINI;DB;428,58;699;25;5;HAMIS
1440007;BB TRAD MUSKOTALY CUVEE;DB;313,1;469;25;19;HAMIS
1440003;BB TRAD DEL-D PORTUGIES;DB;313,1;489;25;9;HAMIS
1440004;BB TRAD DEL-D ZWEIGELT;DB;327,37;529;25;4;HAMIS
1440005;BB TRAD DEL-D OLASZRIZL;DB;254,68;469;25;4;HAMIS
1440006;BB TRAD DEL-D SZURKEBAR;DB;337,7;499;25;8;HAMIS
4200109;BEBETO 100G GUMICUKOR SPA;DB;111,98;175;25;3;HAMIS
5800088;BEBIDESSZ KMET ALM-BURG;DB;141,27;209;25;0;HAMIS
5800089;BEBIDESSZ KMET ALM-MALNA;DB;141,7;209;25;0;HAMIS
5800002;BEBIDESSZ KMET ALM-OSZ-RI;DB;141,7;209;25;0;HAMIS
5800106;BEBIDESSZ KMET ALMA-EPER;DB;129,71;209;25;0;HAMIS
5800074;BEBIDESSZ KMET ALMA-OSZI;DB;141,7;209;25;0;HAMIS
5800084;BEBIDESSZ KMET OSZIBARACK;DB;141,7;209;25;0;HAMIS
5800001;BEBIDESSZ KMET SBAR.KEKSZ;DB;129,71;209;25;0;HAMIS
5800098;BEBIDESSZ KMET SZILVA;DB;138,67;209;25;0;HAMIS
5800032;BEBIDESSZ KMET VKORTE;DB;140,69;209;25;0;HAMIS
5800007;BEBIDESSZ UNIVER ALM-BURG;DB;114,45;199;25;0;HAMIS
5800052;BEBIDESSZ UNIVER ALM-KORT;DB;100,48;199;25;0;HAMIS
5800008;BEBIDESSZ UNIVER ALM-OSZI;DB;129,62;199;25;0;HAMIS
5800050;BEBIDESSZ UNIVER SREPA;DB;63,45;199;25;0;HAMIS
5800009;BEBIDESSZ UNIVER STOK-SBA;DB;133,04;199;25;0;HAMIS
5800051;BEBIDESSZ UNIVER SUTOT;DB;137,54;199;25;0;HAMIS
5800104;BEBIDESSZ UNIVER TROPUSI;DB;129,16;199;25;0;HAMIS
5800105;BEBIDESSZ UNIVER V.GYUMOL;DB;124,88;199;25;0;HAMIS
5800000;BEBIDESSZ UNIVER VILMOSK.;DB;129,16;199;25;0;HAMIS
5800075;BEBIDESSZERT HAME;DB;82,57;199;25;0;HAMIS
5800049;BEBIDESSZERT NESTLE;DB;0;319;25;0;HAMIS
5800080;BEBIETEL KMTI ALMA-BANA;DB;139,75;219;25;0;HAMIS
5800077;BEBIETEL KMTI ALMA-SUTO;DB;141,7;219;25;0;HAMIS
5800079;BEBIETEL KMTI S.TOK-TEJ;DB;106,41;219;25;0;HAMIS
5800053;BEBIETEL KMTI SREPAPURE;DB;139,75;249;25;0;HAMIS
5800078;BEBIETEL KMTI SUTOTOKP.;DB;139,75;249;25;0;HAMIS
5800059;BEBIETEL KMTI ALM-BAN-CS;DB;151,52;249;25;0;HAMIS
5800057;BEBIETEL KMTI ALM-GES-CS;DB;151,52;249;25;0;HAMIS
5800060;BEBIETEL KMTI ALM-MAN-PU;DB;172;249;25;0;HAMIS
5800058;BEBIETEL KMTI ALMA-CSIRK;DB;151,52;249;25;0;HAMIS
5800036;BEBIETEL KMTI ALMAP-MARH;DB;102,6;249;25;0;HAMIS
5800037;BEBIETEL KMTI ALMAP-SMJ;DB;158,05;249;25;1;HAMIS
5800066;BEBIETEL KMTI BROKK. PU;DB;162,41;249;25;0;HAMIS
5800102;BEBIETEL KMTI BROKK.SERT;DB;162,41;249;25;0;HAMIS
5800067;BEBIETEL KMTI BURGF-HAL;DB;150,65;249;25;0;HAMIS
5800061;BEBIETEL KMTI KAP-BU-HAL;DB;104,51;249;25;0;HAMIS
5800081;BEBIETEL KMTI OSZI-PULYK;DB;153,08;249;25;0;HAMIS
5800097;BEBIETEL KMTI PAR-BUR-CS;DB;162,41;249;25;0;HAMIS
5800035;BEBIETEL KMTI PAR-BUR-HA;DB;162,41;249;25;0;HAMIS
5800034;BEBIETEL KMTI PAR-BUR-PU;DB;174,93;249;25;6;HAMIS
5800039;BEBIETEL KMTI PARI-BURG;DB;139,75;249;25;1;HAMIS
5800054;BEBIETEL KMTI PARI-MARHA;DB;104,45;249;25;0;HAMIS
5800038;BEBIETEL KMTI RIZS-HAL-J;DB;102,6;249;25;0;HAMIS
5800070;BEBIETEL KMTI S.TOK-CSIR;DB;158,05;249;25;0;HAMIS
5800071;BEBIETEL KMTI S.TOK-SMAJ;DB;160,95;249;25;-1;HAMIS
5800068;BEBIETEL KMTI SREPA CSIR;DB;151,52;249;25;0;HAMIS
5800069;BEBIETEL KMTI V.ZOLD-HAL;DB;110,67;249;25;0;HAMIS
5800083;BEBIETEL KMTI V.ZOLDS-CS;DB;151,52;249;25;0;HAMIS
5800099;BEBIETEL KMTI ZBORS-CSIR;DB;159,94;249;25;0;HAMIS
5800063;BEBIETEL KMTI ZBORS-MARH;DB;102,66;249;25;0;HAMIS
5800086;BEBIETEL KMTI.BOLOGNAI T;DB;134,18;269;25;0;HAMIS
5800072;BEBIETEL KMTI.BROK-BARI;DB;173,41;269;25;8;HAMIS
5800101;BEBIETEL KMTI.CUKKINI.CS;DB;173,04;269;25;3;HAMIS
5800076;BEBIETEL KMTI.HAWAII PU;DB;174,91;269;25;5;HAMIS
5800073;BEBIETEL KMTI.OSZI-SERT.;DB;175,64;269;25;4;HAMIS
5800100;BEBIETEL KMTI.SONK.TESZT;DB;174,4;269;25;2;HAMIS
5800064;BEBIETEL KMTI.TOKF MARHA;DB;174,69;269;25;8;HAMIS
5800065;BEBIETEL KMTI.V.ZOLDS PU;DB;174,63;269;25;8;HAMIS
5800062;BEBIETEL KMTI.VADAS-MARH;DB;176,34;269;25;5;HAMIS
5800087;BEBIETEL KMTI.VZOLDSSONK;DB;172,22;269;25;-5;HAMIS
5800045;BEBIETEL NESTLE 1-3EV 250;DB;289,37;449;25;-6;HAMIS
5800044;BEBIETEL NESTLE 15HO 250G;DB;289,37;449;25;12;HAMIS
5800004;BEBIETEL NESTLE 4 HO 190G;DB;170,94;399;25;0;HAMIS
5800005;BEBIETEL NESTLE 6 HO 190G;DB;256,55;399;25;0;HAMIS
5800006;BEBIETEL NESTLE 8 HO 220G;DB;263,51;399;25;2;HAMIS
5800055;BEBIETEL NESTLE12 HO;DB;208,82;399;25;0;HAMIS
5800003;BEBIETEL UNIV KERTI Z.PU.;DB;148,24;259;25;0;HAMIS
5800012;BEBIETEL UNIV. PAR.BURG-S;DB;129,2;259;25;0;HAMIS
5800011;BEBIETEL UNIV. VEGY.Z.FZ;DB;97,94;259;25;0;HAMIS
5800033;BEBIETEL UNIV.KOR-OSZI-PU;DB;140,83;259;25;0;HAMIS
5800013;BEBIETEL UNIV.SREPA FOZ.;DB;122,06;259;25;0;HAMIS
5800010;BEBIETEL UNIV.ZBORSOFOZ.;DB;130,3;259;25;0;HAMIS
5800018;BEBIETEL UNIVER AL-BA-CSH;DB;128,06;259;25;0;HAMIS
5800015;BEBIETEL UNIVER ALMA-CSIR;DB;149,67;259;25;0;HAMIS
5800095;BEBIETEL UNIVER AN-BAN-CS;DB;114,51;259;25;0;HAMIS
5800094;BEBIETEL UNIVER ANAN-CSIR;DB;68,93;259;25;0;HAMIS
5800023;BEBIETEL UNIVER BROK-CSIR;DB;90,52;259;25;0;HAMIS
5800040;BEBIETEL UNIVER BURG-PULY;DB;165,32;259;25;0;HAMIS
5800093;BEBIETEL UNIVER GESZT-PUM;DB;90,52;259;25;0;HAMIS
5800096;BEBIETEL UNIVER RIZS-AL-B;DB;90,52;259;25;0;HAMIS
5800022;BEBIETEL UNIVER SPENOT-PU;DB;90,52;259;25;0;HAMIS
5800019;BEBIETEL UNIVER SREPA-CSH;DB;124,24;259;25;0;HAMIS
5800016;BEBIETEL UNIVER STOK-CSIR;DB;149,67;259;25;0;HAMIS
5800020;BEBIETEL UNIVER STK-MARH;DB;90,49;259;25;0;HAMIS
5800024;BEBIETEL UNIVER TOK-CSHUS;DB;165,32;259;25;0;HAMIS
5800017;BEBIETEL UNIVER VFOZ-CSIR;DB;114,45;259;25;0;HAMIS
5800021;BEBIETEL UNIVER VZOLD-HAL;DB;90,52;259;25;0;HAMIS
5800014;BEBIETEL UNIVER ZBORS-CSI;DB;137,7;259;25;0;HAMIS
5850024;BEBIITAL KMETI ALM-BAN-OS;DB;132,2;199;25;0;HAMIS
5850023;BEBIITAL KMETI ALM-BAN-SU;DB;131,84;209;25;0;HAMIS
5850036;BEBIITAL KMETI ALMA-KORTE;DB;127,12;199;25;0;HAMIS
5850009;BEBIITAL KMETI ALMA-MEGGY;DB;93,9;199;25;0;HAMIS
5850020;BEBIITAL KMETI ALMA-NARAN;DB;127,12;199;25;0;HAMIS
5850019;BEBIITAL KMETI ALMA-SBAR.;DB;127,12;199;25;0;HAMIS
5850028;BEBIITAL KMETI OSZI-SARGA;DB;127,12;199;25;0;HAMIS
5850022;BEBIITAL KMETI OSZIBARACK;DB;127,12;199;25;0;HAMIS
5850021;BEBIITAL KMETI SUTOTOK;DB;94,41;199;25;0;HAMIS
5850032;BEBIITAL KMETI SZOLO;DB;93,45;199;25;0;HAMIS
5850031;BEBIITAL KMETI TEA ALM-OS;DB;44,4;199;25;0;HAMIS
5850030;BEBIITAL NESTLE 200ML;DB;182,6;249;25;0;HAMIS
5850017;BEBIITAL PACIFIC ALMA-BAR;DB;48,97;99;25;0;HAMIS
5850016;BEBIITAL PACIFIC NA-AL-SR;DB;70,3;119;25;0;HAMIS
5850013;BEBIITAL PACIFIC OSZIBAR;DB;70,3;119;25;0;HAMIS
5850015;BEBIITAL PACIFIC ST-ALMA;DB;70,3;119;25;0;HAMIS
5850014;BEBIITAL PACIFIC ST-NAR;DB;48,97;99;25;0;HAMIS
5850029;BEBIITAL UNIVER ALM-REP-B;DB;112,53;179;25;0;HAMIS
5850011;BEBIITAL UNIVER ALMA;DB;90,2;179;25;0;HAMIS
5850012;BEBIITAL UNIVER OSZIBARAC;DB;117,76;179;25;0;HAMIS
5850010;BEBIITAL UNIVER SUTOTOK;DB;112,53;179;25;0;HAMIS
5850037;BEBIITAL UNIVER TEA ALMAS;DB;35,46;179;25;0;HAMIS
5850038;BEBIITAL UNIVER TEA SREPA;DB;66,2;179;25;0;HAMIS
3300089;BEBIKUKORICA 300G LEBARO;DB;238,65;349;25;4;HAMIS
1200038;BECHEROVKA 0,5L;DB;1509,41;2390;25;1;HAMIS
1200005;BECHEROVKA 0,7L;DB;2035,01;3090;25;2;HAMIS
1320010;BECK'S 0,5L DOBOZ;DB;146,38;229;25;0;HAMIS
1320004;BECK'S 0,5L PALACK;DB;118,33;175;25;0;HAMIS
4700018;BEDECO 200G INSTANT KAKAO;DB;137,5;229;25;0;HAMIS
5400000;BEFOTT TARTOSITO KNORR;DB;131,91;219;25;-1;HAMIS
5400030;BEFOTT TARTOSITO OETKER;DB;90,65;145;25;0;HAMIS
8500043;BEFOZESI FOLIA 17X17;DB;61,28;95;25;-2;HAMIS
8500005;BEFOZO CELOFAN 4 IV;DB;43;65;25;0;HAMIS
9550049;BEFOZO UVEG 720ML;DB;58,26;99;25;0;HAMIS
5400006;BEFOZOCUKOR 500G 3:1 OETK;DB;348,5;449;25;0;HAMIS
8500004;BEFOZOGUMI 10G SZINES;DB;13,93;25;25;4;HAMIS
2070049;BEIGLI 500G DIOS GYORI;DB;402,5;549;18;-3;HAMIS
2070048;BEIGLI 500G MAKOS GYORI;DB;402;549;18;-3;HAMIS
2070041;BEIGLI 500G DIOS FRIGONET;DB;306;459;18;0;HAMIS
2070002;BEIGLI 500G FALUSI;DB;399;599;18;0;HAMIS
2070040;BEIGLI 500G MAKOS FRIGONE;DB;285;429;25;1;HAMIS
2070109;BEKEBELI KAK.CSIGA 100G C;DB;80,11;149;18;0;HAMIS
4100047;BELGIAN SEASHELLS 65G;DB;264,64;449;25;0;HAMIS
4100028;BELGIAN SZIVDESSZERT 200G;DB;0,01;799;25;0;HAMIS
7820048;BELLA PANTY SOFT 20+20;DB;159,45;239;25;0;HAMIS
7800023;BELLA PERFECTA 2X10 BLUE;DB;269,24;599;25;3;HAMIS
7800027;BELLA PERFECTA 10DB;DB;249,27;399;25;0;HAMIS
7800028;BELLA PERFECTA 2X10 VIOLA;DB;269,24;599;25;2;HAMIS
4200110;BEN 10 VARAZSGOMB CUKORKA;DB;42,12;69;25;32;HAMIS
1010070;BENSON & H GOLD 570;DB;532;570;0;2;HAMIS
1010096;BENSON & H.S.SLIM 470;DB;439,9;470;0;3;HAMIS
1300026;BERNSTEIN 0,5L 3% DOBOZ;DB;74,25;109;25;0;HAMIS
9550042;BEVASARLO TASKA JUTA;DB;333,25;499;25;0;HAMIS
7430002;BIC 3 SENSITIVE;DB;251,42;399;25;0;HAMIS
7430005;BIC 4+2 FERFI;DB;726,8;1190;25;7;HAMIS
7430000;BIC CLASSIC 5DB NOMAL;DB;127,5;199;25;0;HAMIS
7430007;BIC COMFORT2 5+5;DB;494,01;1499;25;25;HAMIS
7430004;BIC SENSITIVE 4+2;DB;469,2;799;25;3;HAMIS
7430006;BIC SOLEIL LADY 4-ES;DB;950;1450;25;15;HAMIS
7430003;BIC TWIN LADY;DB;140;249;25;2;HAMIS
6220001;BIG POWER 1L;DB;99,16;149;25;0;HAMIS
8010073;BIG SOFT EU.PAPIR 8+2 TEK;DB;384;599;25;0;HAMIS
1480015;BIKATORY ASZTALI FEHER;DB;144,5;229;25;8;HAMIS
1480014;BIKATORY ASZTALI ROSE;DB;173;299;25;21;HAMIS
1480013;BIKATORY ASZTALI VOROS;DB;159;249;25;15;HAMIS
2070061;BIO MAGVAS TOAST 350G;DB;208,63;319;18;0;HAMIS
2070019;BIO ROZSKENYER 400G;DB;289,2;399;18;0;HAMIS
6710007;BIO STOP CSOTANYCSAPDA;DB;377,21;499;25;0;HAMIS
6710000;BIO STOP DARAZSLEGYCSAPDA;DB;408,71;599;25;0;HAMIS
6710005;BIO STOP EGERFOGO RAGASZT;DB;315,02;499;25;10;HAMIS
6710002;BIO STOP LEGYFOGO SZALAG;DB;35,8;55;25;0;HAMIS
6710004;BIO STOP LEGYLAP ABLAKRA;DB;228,66;349;25;0;HAMIS
6710001;BIO STOP LEGYRAGASZTO 2DB;DB;253,16;399;25;0;HAMIS
6710008;BIO STOP MOLYCSAPDA;DB;0,01;499;25;0;HAMIS
2070059;BIO TOAST KENYER 250G GY.;DB;179,9;270;18;0;HAMIS
6070001;BIOPON 400G HEGY;DB;162,5;249;25;0;HAMIS
6070018;BIOPON 400G TAKAREKOS;DB;175;269;25;0;HAMIS
6070020;BIOPON GEL 1,5L COLOR;DB;897,1;1249;25;1;HAMIS
6070019;BIOPON GEL 1,5L NORMAL;DB;897,1;1249;25;2;HAMIS
6070009;BIOPON GEL 3L COLOR;DB;1375;1999;25;0;HAMIS
6070004;BIOPON GEL 3L NORMAL;DB;1141,9;1799;25;0;HAMIS
6070013;BIOPON 2KG COLOR;DB;864,73;1299;25;1;HAMIS
6070002;BIOPON 2KG HEGYI;DB;800;1299;25;3;HAMIS
6070014;BIOPON 2KG NORMAL;DB;796,98;1299;25;3;HAMIS
6070011;BIOPON 2KG TAKAREK COLOR;DB;667,42;999;25;1;HAMIS
6070012;BIOPON 2KG TAKAREK NORMAL;DB;667,55;999;25;0;HAMIS
6070007;BIOPON 3KG HEGYI;DB;1620;2399;25;0;HAMIS
6070003;BIOPON 4KG TAKAREKOS;DB;1250;1799;25;0;HAMIS
6070000;BIOPON 4KG TAKAREKOS COL;DB;1250;1799;25;0;HAMIS
6070016;BIOPON 4KG COLOR;DB;1614,7;2599;25;2;HAMIS
6070017;BIOPON 4KG NORMAL;DB;1614,7;2599;25;3;HAMIS
6095005;BIP 400G COLOR;DB;190,02;199;25;0;HAMIS
6095003;BIP 400G H.ALLERG;DB;137,5;149;25;0;HAMIS
6095006;BIP 400G UNIVERZ.;DB;190,02;199;25;0;HAMIS
6095101;BIP 2KG COLOR;DB;841,37;999;25;0;HAMIS
6095002;BIP 2KG H.ALLERG.;DB;829,52;1399;25;0;HAMIS
6095100;BIP 2KG UNIVERZAL;DB;841,37;1399;25;0;HAMIS
6210010;BIP MOSOGATO 500ML FLAKON;DB;179,7;249;25;0;HAMIS
6210004;BIP MOSOGATO 500ML UTANT.;DB;112,83;179;25;0;HAMIS
